"zip5","zip_median_income_2021","zip_median_income_2021_moe","zip_gini_2021","zip_gini_2021_moe","zip_population_2021","zip_population_2021_moe"
"02445",126832,16672,0.5243,0.0224,21485,1135
"02446",109845,9942,0.5392,0.0253,31764,1170
"02451",109021,10462,0.4438,0.0321,17965,1259
"02452",101857,24559,0.4415,0.0323,16193,1087
"02453",100167,8856,0.4018,0.0209,30441,1287
"02457",NA,NA,NA,NA,1848,318
"02458",131992,20162,0.4493,0.0336,12428,944
"02459",200091,15261,0.4615,0.0253,19081,1029
"02460",140000,19531,0.4425,0.033,9638,906
"02461",181220,17991,0.4472,0.0354,6899,781
"02462",91944,48585,0.5244,0.0553,1381,370
"02464",121071,20160,0.4032,0.0334,3595,528
"02465",167330,22101,0.4878,0.0342,11574,795
"02466",137656,35757,0.508,0.0385,9109,906
"02467",157054,19427,0.5113,0.0254,23328,1449
"02468",250001,NA,0.3917,0.0431,5305,537
"02472",101354,7748,0.4532,0.0206,35229,79
"02474",124375,8869,0.4203,0.0161,28028,1141
"02476",127649,7111,0.5084,0.0769,18017,1143
"02478",151290,11295,0.4927,0.0252,27016,61
"02481",249375,20352,0.4989,0.022,16997,721
"02482",202396,22836,0.4991,0.0351,10520,742
"02492",190651,13264,0.4639,0.0257,20927,811
"02493",220815,46474,0.5349,0.0305,11806,21
"02494",153285,41231,0.4792,0.0372,10881,819
"02532",77221,4599,0.4123,0.0387,12715,1056
"02534",NA,NA,0.5463,0.1491,1127,567
"02535",104135,17459,0.5219,0.0413,2151,502
"02536",74944,6010,0.4736,0.0327,20261,944
"02537",124167,19342,0.4373,0.0587,7124,772
"02538",88152,11360,0.3587,0.0613,4663,826
"02539",73849,20441,0.4726,0.0715,5084,14
"02540",81343,12777,0.5042,0.0328,8888,677
"02542",43929,17696,0.3577,0.0852,847,245
"02543",79306,32536,0.3925,0.063,924,259
"02553",NA,NA,NA,NA,30,49
"02554",116470,15116,0.4822,0.0335,13585,123
"02556",106167,35864,0.4258,0.0588,2457,632
"02557",67703,45959,0.655,0.1579,1762,502
"02558",56588,26018,0.4571,0.0889,1779,612
"02559",78883,15680,0.4518,0.0467,3307,513
"02561",81983,60843,0.3271,0.0875,1025,724
"02562",110233,23930,0.3616,0.0428,3204,451
"02563",105302,10628,0.4107,0.0428,9514,713
"02564",119519,18396,0.043,0.0182,180,127
"02568",70197,17298,0.5137,0.076,8810,652
"02571",72500,14707,0.4096,0.0404,10738,1148
"02575",114432,47659,0.4302,0.0726,2432,501
"02576",60764,9323,0.5072,0.108,3985,755
"02584",NA,NA,0.1492,0.1365,30,29
"02601",57844,6618,0.476,0.0485,17175,1302
"02630",122976,17086,0.508,0.0644,1953,446
"02631",88207,5297,0.4445,0.0393,10109,148
"02632",102733,18977,0.3981,0.0319,12038,1327
"02633",95604,16330,0.4603,0.0314,4649,303
"02635",68837,13955,0.3786,0.0404,2902,472
"02637",NA,NA,0.4516,0.1419,292,151
"02638",100063,12285,0.389,0.0453,3180,644
"02639",46635,8468,0.4644,0.0654,3439,530
"02641",175571,106475,0.382,0.2792,178,151
"02642",76859,9935,0.4171,0.0376,5674,23
"02643",NA,NA,NA,NA,0,13
"02644",115078,39972,0.351,0.0755,3713,566
"02645",82889,8440,0.3889,0.0324,10845,408
"02646",67283,9666,0.5483,0.0725,1801,348
"02647",NA,NA,0.4358,0.1962,166,177
"02648",111754,24648,0.3414,0.0421,7283,877
"02649",83563,9887,0.4603,0.0327,14996,34
"02650",80125,56584,0.6558,0.0824,764,218
"02652",83468,52961,0.4584,0.0853,990,354
"02653",79250,15081,0.5441,0.0677,6276,16
"02655",97070,20750,0.5311,0.0791,3341,433
"02657",72904,17189,0.5369,0.0315,3582,18
"02659",61302,29586,0.4966,0.0762,1141,265
"02660",69931,8947,0.434,0.0403,6480,645
"02663",NA,NA,0.5702,0.1676,398,202
"02664",72179,14347,0.4414,0.0422,9010,809
"02666",NA,NA,0.4489,0.117,585,277
"02667",90625,29724,0.3714,0.0506,3907,522
"02668",100869,8945,0.3594,0.0698,2604,939
"02670",61875,22005,0.511,0.0611,1373,242
"02671",76719,30970,0.415,0.0912,870,215
"02672",71250,46096,0.1958,0.1135,153,156
"02673",65880,9905,0.4311,0.0473,9351,736
"02675",96399,11014,0.4815,0.0424,7178,759
"02702",105515,32617,0.3242,0.046,4383,397
"02703",81798,7635,0.4321,0.0207,46126,45
"02713",71667,62165,0.5906,0.2348,34,20
"02715",97148,18577,0.3891,0.0514,3531,549
"02717",112308,25820,0.3886,0.0549,4782,398
"02718",89796,8998,0.4104,0.0661,6867,867
"02719",79432,10864,0.5138,0.0729,15911,26
"02720",56843,2894,0.4298,0.018,31210,1488
"02721",47963,3529,0.46,0.0217,26981,1380
"02723",43142,9693,0.5057,0.0673,16577,1066
"02724",43511,4260,0.4741,0.0329,18127,1417
"02725",118176,21916,0.5234,0.105,2490,582
"02726",95307,8165,0.3691,0.0324,15781,585
"02738",106354,19578,0.4923,0.0778,5378,154
"02739",101487,23964,0.4656,0.0577,6478,20
"02740",47206,4558,0.4591,0.0172,45990,1530
"02743",78471,6339,0.4143,0.0322,10443,94
"02744",48009,4488,0.4209,0.0335,12614,944
"02745",63623,2783,0.4153,0.0217,24884,1437
"02746",37565,4210,0.488,0.0376,16675,1083
"02747",90048,8824,0.4014,0.0197,22872,865
"02748",101782,11171,0.4634,0.0312,11496,850
"02760",97884,6263,0.4218,0.024,28837,449
"02762",96932,7562,0.4212,0.0318,9760,22
"02763",98224,15919,0.4651,0.0725,1720,452
"02764",101226,30448,0.3364,0.0454,4472,548
"02766",109375,11296,0.3894,0.0327,19270,21
"02767",100425,15115,0.4576,0.0375,15255,304
"02769",115156,17347,0.3589,0.0256,12434,30
"02770",110959,11366,0.3734,0.046,5702,234
"02771",100041,7596,0.4186,0.0401,15339,54
"02777",101703,12266,0.3744,0.0368,17020,26
"02779",110518,29440,0.3611,0.0433,6724,18
"02780",63524,3693,0.4411,0.0157,51911,885
"02790",85470,8217,0.4164,0.0338,16237,209
"02791",90543,46373,0.2888,0.0819,361,151
"02802",105694,59777,0.2253,0.1919,501,385
"02804",111014,32883,0.3624,0.0822,2456,640
"02806",130455,11861,0.5001,0.0411,17201,19
"02807",72279,22908,0.3111,0.0606,1007,260
"02808",67480,23975,0.4003,0.081,2432,682
"02809",80727,7606,0.4403,0.0326,22305,19
"02812",111279,26305,0.3464,0.0806,1043,314
"02813",86023,10947,0.4396,0.0568,8012,24
"02814",93060,11460,0.3627,0.0418,7638,576
"02815",NA,NA,0.3166,0.2854,155,126
"02816",86981,7147,0.4151,0.0213,32348,566
"02817",126402,16280,0.3287,0.0336,6500,40
"02818",109796,8063,0.5021,0.0306,19814,841
"02822",84018,26516,0.3964,0.0404,6155,371
"02823",NA,NA,NA,NA,25,39
"02824",NA,NA,0.296,0.1644,140,123
"02825",97651,6477,0.3131,0.0288,5771,440
"02826",68471,14010,0.2203,0.1345,589,293
"02827",90192,14746,0.3164,0.0359,2357,425
"02828",82414,10372,0.4432,0.0503,7331,590
"02829",NA,NA,NA,NA,152,224
"02830",107033,17231,0.3647,0.0529,6377,868
"02831",121250,26009,0.339,0.0774,4201,775
"02832",96951,15046,0.4045,0.0827,4901,726
"02833",33547,26064,0.4398,0.0865,782,349
"02835",120129,27234,0.4753,0.0472,5531,25
"02836",NA,NA,0.3695,0.2133,95,89
"02837",96111,25993,0.5423,0.1032,3600,16
"02838",59883,12834,0.4142,0.0778,3645,813
"02839",78477,19941,0.3363,0.0654,1313,449
"02840",77042,7053,0.5103,0.0312,23460,44
"02841",NA,NA,NA,NA,1862,29
"02842",88211,4497,0.444,0.0393,16983,36
"02852",96100,8053,0.4354,0.0261,22979,732
"02857",104617,16364,0.3709,0.0419,7992,888
"02858",111250,108608,0.2494,0.0968,622,469
"02859",103218,13125,0.3189,0.0392,7401,843
"02860",49357,4185,0.457,0.0192,48092,1376
"02861",73285,4928,0.4079,0.0309,27128,1372
"02863",40235,7524,0.4059,0.0256,22192,22
"02864",104975,9128,0.4108,0.0268,36053,172
"02865",103934,6417,0.423,0.0399,18269,763
"02871",104677,13300,0.4263,0.0311,17674,114
"02872",NA,NA,0.4345,0.2065,128,111
"02873",NA,NA,0.3056,0.2437,72,60
"02874",124471,12540,0.3735,0.0361,6615,867
"02875",87800,27109,0.2373,0.1307,305,172
"02876",30513,18018,0.4349,0.1198,782,276
"02878",85522,7231,0.4008,0.0312,16287,18
"02879",102397,8926,0.4193,0.0255,22325,681
"02881",72466,47541,0.4948,0.0962,6844,550
"02882",83502,4899,0.4829,0.0307,13574,392
"02885",75755,10533,0.4529,0.0331,11166,21
"02886",75404,4684,0.4315,0.0231,29991,1175
"02888",78269,7300,0.4265,0.0478,18398,1053
"02889",79274,5834,0.417,0.0213,28433,1139
"02891",82331,7757,0.4254,0.0271,21998,426
"02892",118542,27851,0.3495,0.0508,6144,831
"02893",62649,5623,0.4172,0.021,30823,29
"02894",71813,23485,0.4281,0.1928,555,312
"02895",48882,4148,0.4496,0.0186,43177,173
"02896",95595,12914,0.4228,0.0443,11499,315
"02898",86122,13796,0.3463,0.0558,1441,366
"02903",50966,11621,0.6112,0.041,12450,951
"02904",56139,6318,0.452,0.021,31494,2027
"02905",45594,9653,0.5432,0.0293,26569,1874
"02906",93341,7610,0.5304,0.0348,26299,1733
"02907",39522,4165,0.4516,0.0444,31705,2350
"02908",63775,4137,0.4732,0.0497,38977,2798
"02909",52232,6638,0.4259,0.0227,42021,2507
"02910",77951,7139,0.3885,0.0476,22469,1398
"02911",69306,4379,0.4093,0.0338,16151,1059
"02912",NA,NA,NA,NA,4247,455
"02914",51513,6400,0.5128,0.0617,21966,1114
"02915",76385,7964,0.4073,0.0224,15912,997
"02916",85025,11519,0.4571,0.0478,9293,864
"02917",92440,16495,0.4372,0.0423,14595,574
"02918",NA,NA,NA,NA,2934,305
"02919",76592,7860,0.3917,0.0249,29473,66
"02920",68794,6471,0.44,0.0265,37389,1650
"02921",112767,11675,0.4198,0.0366,12384,1039
"03031",142083,12848,0.4122,0.0434,11744,75
"03032",127330,13589,0.339,0.0505,5852,21
"03033",150893,8194,0.2934,0.0263,5591,17
"03034",106868,10085,0.3366,0.0435,4166,143
"03036",131635,21929,0.3269,0.0409,5198,34
"03037",111833,16593,0.4094,0.0453,4664,150
"03038",84819,6795,0.411,0.0271,34371,124
"03042",88671,10966,0.3464,0.041,7077,20
"03043",99185,14763,0.421,0.0458,1542,231
"03044",116944,12812,0.3085,0.0379,4680,54
"03045",100751,7951,0.3944,0.0364,13824,531
"03046",136548,18803,0.3911,0.0487,3006,24
"03047",89179,8249,0.4406,0.0622,1789,179
"03048",80761,9819,0.3802,0.0342,3468,383
"03049",144514,7997,0.4575,0.0519,8324,22
"03051",112285,8941,0.3876,0.0276,25314,25
"03052",122139,22450,0.3512,0.0369,8467,22
"03053",116996,8561,0.38,0.0255,25534,125
"03054",114562,4757,0.3758,0.0223,26730,70
"03055",82990,11923,0.3915,0.0282,16041,24
"03057",134356,14932,0.4098,0.0488,2584,20
"03060",58434,5270,0.4489,0.0251,31039,1360
"03062",95279,7804,0.4183,0.0277,28562,1494
"03063",93876,5126,0.3971,0.0306,16289,977
"03064",69637,12969,0.4601,0.0342,14769,1027
"03070",122292,27587,0.374,0.0424,6051,29
"03071",81958,6683,0.3561,0.0545,5217,21
"03076",111333,8014,0.3778,0.0215,14099,43
"03077",82521,8007,0.3542,0.032,10670,16
"03079",91276,5535,0.4216,0.0245,30158,32
"03082",94000,15196,0.3681,0.0444,1628,226
"03084",88056,24307,0.3713,0.0373,1257,247
"03086",83477,14060,0.427,0.0758,4096,176
"03087",167641,8446,0.3671,0.0267,15587,23
"03101",58802,20028,0.5309,0.0536,3114,489
"03102",60103,2950,0.4023,0.0185,33924,1500
"03103",61743,3217,0.4272,0.0552,37602,1611
"03104",73574,5628,0.4103,0.0259,34557,1583
"03106",88638,9187,0.4061,0.0281,14732,42
"03109",87540,11052,0.3477,0.0385,10023,1322
"03110",143119,14236,0.3993,0.0252,23157,24
"03215",83281,20785,0.4154,0.0654,198,75
"03216",81333,12916,0.4207,0.0561,2420,492
"03217",48509,12909,0.4188,0.0507,2365,296
"03218",81335,24120,0.3445,0.0681,1411,394
"03220",67697,25936,0.4621,0.0434,7424,226
"03221",88000,17718,0.5031,0.0921,2142,271
"03222",70000,6850,0.3896,0.0311,5992,320
"03223",73919,25313,0.4071,0.0572,3382,34
"03224",102750,15613,0.3867,0.0473,2233,256
"03225",75202,15889,0.3702,0.0433,3491,397
"03226",91071,13527,0.3188,0.051,825,198
"03227",127813,62596,0.4282,0.0458,1364,265
"03229",100665,11847,0.4276,0.0747,5941,13
"03230",60268,16572,0.4313,0.0597,1366,244
"03231",90804,44705,0.2552,0.1207,138,100
"03233",116034,25166,0.1946,0.0771,235,133
"03234",96607,13018,0.3645,0.0361,4843,18
"03235",61678,4876,0.4072,0.0384,8859,59
"03237",84199,18385,0.3543,0.0766,2100,360
"03238",39250,15898,0.2501,0.1729,84,57
"03240",70625,12653,0.4012,0.0432,1125,154
"03241",81607,12363,0.449,0.0531,1010,175
"03242",79500,27277,0.4168,0.0473,5671,20
"03243",77019,12135,0.3444,0.0504,881,156
"03244",84861,13497,0.4157,0.0465,7632,573
"03245",78304,26456,0.452,0.0537,2092,322
"03246",63812,6232,0.439,0.04,16847,71
"03249",102358,12952,0.4377,0.0427,7642,18
"03251",58917,12972,0.4057,0.0585,1401,301
"03253",61359,15154,0.4772,0.0377,6630,17
"03254",82526,8736,0.4749,0.0512,4876,46
"03255",102273,13243,0.4047,0.0558,1902,235
"03256",74509,6549,0.3568,0.0441,2572,198
"03257",81984,20100,0.4799,0.0413,4261,157
"03258",110291,14934,0.3129,0.0314,2677,24
"03259",71616,6437,0.3641,0.0951,250,75
"03260",110089,50656,0.4089,0.0949,1027,329
"03261",104653,27509,0.332,0.0452,4601,17
"03262",62750,24820,0.4531,0.0472,1177,240
"03263",58036,10298,0.4323,0.0609,4129,40
"03264",68984,14690,0.4245,0.0622,6916,68
"03266",57361,12547,0.4237,0.0356,1963,181
"03268",79519,21475,0.3772,0.088,1467,378
"03269",75833,27092,0.4284,0.058,2935,154
"03273",160379,40770,0.166,0.0824,287,155
"03275",82907,6005,0.3914,0.0384,12002,47
"03276",61664,3093,0.3877,0.0466,8758,257
"03278",74792,17514,0.4232,0.0279,3004,63
"03279",48563,5680,0.4673,0.0803,783,146
"03280",78542,17225,0.4067,0.0504,1157,200
"03281",101773,12607,0.3628,0.0417,9072,24
"03282",79375,24865,0.4472,0.0713,1099,250
"03284",98542,22347,0.2921,0.0664,863,378
"03285",72973,8181,0.3822,0.0589,2704,24
"03287",104241,12764,0.4177,0.0571,1512,208
"03290",95655,10433,0.3254,0.0321,5090,180
"03291",NA,NA,NA,NA,111,179
"03293",53333,28417,0.4328,0.1228,215,98
"03301",72594,4269,0.4585,0.0266,33289,699
"03303",79599,4784,0.3679,0.0199,16240,765
"03304",132774,6548,0.3698,0.0379,8227,27
"03307",64836,18779,0.4152,0.0463,5634,46
"03431",62938,5973,0.4408,0.0273,25062,413
"03440",75536,24494,0.4149,0.0438,2943,353
"03441",37188,25445,0.1908,0.0668,261,206
"03442",67863,5288,0.4175,0.0746,1508,263
"03443",70156,35585,0.4612,0.2096,276,147
"03444",88467,6826,0.4569,0.0608,1542,190
"03445",84107,17486,0.4025,0.0721,655,116
"03446",74598,17428,0.3577,0.0432,6415,262
"03447",77727,20109,0.441,0.0616,2341,370
"03448",66875,8928,0.3767,0.0329,826,133
"03449",75313,12316,0.4156,0.0478,1737,216
"03450",85956,7604,0.43,0.0666,1017,204
"03451",65921,10273,0.3691,0.0481,3970,19
"03452",68222,10684,0.4021,0.0651,5345,30
"03455",75313,26319,0.5102,0.0965,2528,387
"03456",90568,25519,0.3308,0.0533,791,188
"03457",89583,18434,0.4096,0.054,784,143
"03458",101063,18135,0.4018,0.0483,6869,139
"03461",84861,9084,0.382,0.0408,6383,17
"03462",98099,47241,0.4738,0.1343,1468,308
"03464",83281,10528,0.3718,0.0363,863,121
"03465",54375,12402,0.4189,0.0391,1768,289
"03466",99673,16345,0.3808,0.0917,1818,317
"03467",96250,18300,0.4028,0.0809,1944,327
"03470",66200,8709,0.3766,0.0301,5066,306
"03561",45141,5424,0.6207,0.0926,6015,15
"03570",39479,5437,0.4729,0.036,9710,32
"03574",68125,17417,0.4138,0.0378,2534,28
"03575",NA,NA,NA,NA,5,6
"03576",47288,3130,0.4817,0.0413,2752,230
"03579",55625,14098,0.3958,0.0544,353,85
"03580",74821,18044,0.4246,0.0519,1308,271
"03581",60082,11699,0.4117,0.0395,3139,119
"03582",46302,6738,0.3685,0.0293,2143,202
"03583",58617,2890,0.3842,0.0395,905,142
"03584",63060,5813,0.3733,0.0408,3417,96
"03585",63278,5458,0.439,0.0545,2599,300
"03586",113438,24106,0.5521,0.1103,652,147
"03588",66705,9718,0.3897,0.0571,1538,152
"03590",45625,4209,0.4065,0.0478,1118,217
"03592",53750,13757,0.415,0.0667,1064,157
"03593",82750,16717,0.3121,0.047,386,74
"03595",67000,12627,0.3402,0.0496,706,133
"03597",45469,6343,0.3085,0.0601,628,199
"03598",57250,5907,0.4037,0.0316,3522,225
"03601",70938,9806,0.3136,0.0844,502,285
"03602",61964,13821,0.5455,0.091,2352,304
"03603",48657,16813,0.4559,0.0638,5194,88
"03604",NA,NA,NA,NA,0,12
"03605",77813,13661,0.3488,0.058,792,168
"03607",73438,18951,0.3243,0.0627,323,124
"03608",70096,12537,0.4558,0.0584,3100,241
"03609",90833,35275,0.3588,0.109,555,243
"03740",60813,7648,0.4238,0.0548,1063,183
"03741",78250,12530,0.3744,0.0409,4157,91
"03743",46731,3131,0.4754,0.0797,13612,160
"03745",78894,2640,0.4035,0.0743,1700,210
"03748",92113,19172,0.4885,0.0696,4550,49
"03750",174875,62181,0.4036,0.1159,889,330
"03751",36410,9038,0.5443,0.147,444,219
"03752",56607,11682,0.3993,0.0451,1010,277
"03753",147219,38995,0.3273,0.0583,3380,20
"03755",143990,19300,0.5017,0.0558,10723,335
"03765",70798,5290,0.407,0.1334,505,211
"03766",85094,7872,0.4275,0.0418,10055,450
"03768",125156,18005,0.4798,0.0336,1658,200
"03770",139044,11116,0.419,0.1209,606,251
"03771",74063,9397,0.4191,0.0527,837,169
"03773",67649,9227,0.4521,0.0453,7624,203
"03774",45547,20614,0.4247,0.0792,1774,343
"03777",81875,12016,0.4814,0.0588,1449,334
"03779",75625,20790,0.495,0.0838,714,119
"03780",NA,NA,0.2577,0.1037,544,263
"03781",98300,17820,0.4209,0.0764,2088,297
"03782",97011,9347,0.4506,0.0702,3065,209
"03784",66934,18536,0.5039,0.0679,4261,455
"03785",49387,8282,0.3992,0.0613,2240,405
"03801",92576,6677,0.4672,0.0262,22904,260
"03809",87201,18058,0.3553,0.0761,3818,622
"03810",108288,28428,0.3952,0.1523,2008,620
"03811",123257,17728,0.356,0.0428,7086,14
"03812",36394,14399,0.686,0.1163,652,285
"03813",55218,7052,0.4295,0.0576,3273,536
"03814",60268,19389,0.4373,0.0724,2349,338
"03816",68207,11970,0.406,0.0928,1509,230
"03817",52072,37082,0.4892,0.1151,891,346
"03818",66029,14341,0.4455,0.0477,4098,587
"03819",95869,17077,0.3951,0.0578,4224,137
"03820",82464,4952,0.4317,0.0223,32676,75
"03823",144191,26739,0.3495,0.0471,2166,230
"03824",87396,16774,0.5118,0.0402,15410,27
"03825",102512,16427,0.3918,0.0461,9270,18
"03826",97500,40219,0.4332,0.0895,2904,549
"03827",113750,15971,0.4196,0.0427,3216,389
"03830",58056,14041,0.4599,0.0811,1329,431
"03832",68750,11328,0.5556,0.1737,346,78
"03833",96120,6024,0.4582,0.0199,22334,227
"03835",60322,10591,0.4076,0.0553,6771,32
"03836",70875,13328,0.3808,0.0445,1305,192
"03837",98611,24471,0.3455,0.0592,1829,359
"03838",83607,44404,0.5813,0.1794,1303,359
"03839",78417,15809,0.3254,0.0397,3818,488
"03840",124695,17260,0.4144,0.0394,4006,16
"03841",105078,15458,0.4224,0.0286,6255,544
"03842",87554,7529,0.4475,0.033,15979,100
"03844",140625,7038,0.421,0.0575,2305,331
"03845",58209,25714,0.363,0.0627,1199,305
"03846",69886,28188,0.4698,0.0997,988,216
"03847",85844,44524,0.493,0.1185,439,244
"03848",82017,31608,0.4933,0.1115,6177,38
"03849",84759,13365,0.4803,0.1403,1377,244
"03850",NA,NA,0.4144,0.1131,85,60
"03851",81310,20039,0.3397,0.0374,4121,202
"03852",NA,NA,0.3358,0.1246,382,201
"03853",84323,29698,0.386,0.0943,819,225
"03854",150875,53950,0.5695,0.1302,817,198
"03855",89150,12905,0.3593,0.0362,2698,22
"03856",174044,12410,0.3524,0.0334,2022,336
"03857",83070,7568,0.3984,0.0262,9365,32
"03858",135863,11581,0.3084,0.0512,4801,15
"03860",60208,27418,0.4816,0.0905,3817,633
"03861",88750,22652,0.446,0.112,4524,14
"03862",120808,11547,0.4351,0.0397,4507,24
"03864",61993,7914,0.617,0.1752,1998,351
"03865",90508,9684,0.3694,0.0419,7812,18
"03867",70861,3386,0.4442,0.0348,22240,839
"03868",61667,9444,0.4285,0.0484,6259,676
"03869",74092,3022,0.4296,0.0456,2421,74
"03870",115815,49940,0.5007,0.0588,5180,122
"03871",NA,NA,0.4504,0.1436,331,123
"03872",94000,20544,0.3295,0.0559,4109,552
"03873",116048,25299,0.3444,0.0746,6498,27
"03874",79072,8530,0.5104,0.0642,8627,97
"03875",85109,24805,0.3658,0.0627,1137,318
"03878",68909,8828,0.3923,0.033,12061,46
"03882",75179,12158,0.4298,0.052,1721,325
"03883",NA,NA,0.3412,0.1538,548,233
"03884",120453,16853,0.3264,0.031,4231,25
"03885",130923,30114,0.4082,0.0525,7662,21
"03886",55841,12869,0.3871,0.1135,1256,337
"03887",74338,12358,0.3463,0.0312,1947,399
"03890",NA,NA,3e-04,2e-04,79,68
"03894",67699,16505,0.4491,0.051,6414,51
"03897",250001,NA,0.2943,0.2489,33,37
"03901",75541,16839,0.3629,0.0459,7891,25
"03902",97250,92456,0.5593,0.1591,2262,504
"03903",84768,12787,0.3721,0.0406,6725,19
"03904",66517,10580,0.4644,0.0543,8108,400
"03905",120583,19920,0.3367,0.0817,1898,402
"03906",82829,20523,0.4295,0.0981,4950,38
"03907",80673,25074,0.5189,0.1719,1207,336
"03908",90446,7671,0.3956,0.0534,7443,29
"03909",102335,12166,0.4282,0.0428,10982,578
"03910",NA,NA,NA,NA,43,68
"03911",NA,NA,0.1545,0.1825,294,236
"04001",68073,18872,0.408,0.0447,2599,62
"04002",59132,13134,0.4196,0.0659,7582,50
"04003",NA,NA,0.3882,0.1997,199,130
"04005",60276,3999,0.4264,0.0259,24462,233
"04006",250001,NA,0.0618,0.0576,54,55
"04008",85556,27244,0.327,0.0565,3042,24
"04009",72332,18508,0.3761,0.0573,5118,208
"04010",53031,4613,0.4176,0.0563,1658,318
"04011",67488,7399,0.4472,0.0369,21589,24
"04015",56731,17646,0.4773,0.0708,3643,18
"04017",54375,28078,0.6075,0.1243,566,135
"04019",98359,25268,0.1691,0.1142,47,32
"04020",61099,2292,0.3524,0.063,1758,342
"04021",120938,17684,0.4243,0.055,6555,329
"04022",66146,10835,0.4192,0.0487,1135,148
"04024",59760,13657,0.333,0.0639,544,146
"04027",92117,21996,0.3055,0.0378,6437,18
"04029",57037,10451,0.4502,0.0641,1930,224
"04030",93274,58606,0.3749,0.0694,2247,572
"04032",86870,5954,0.4347,0.0431,8622,26
"04037",51500,15331,0.4265,0.038,3827,126
"04038",90446,13678,0.4036,0.036,18114,32
"04039",88917,13838,0.3906,0.0526,7773,155
"04040",50476,6171,0.4217,0.0404,2952,311
"04041",47734,10540,0.4019,0.0465,1674,297
"04042",82500,13149,0.325,0.0416,4707,17
"04043",88865,5257,0.4373,0.05,11466,29
"04046",86642,8937,0.4529,0.0587,7860,46
"04047",62228,13797,0.4319,0.0601,1686,316
"04048",77537,13826,0.3554,0.0456,3169,14
"04049",71529,6395,0.3872,0.0537,3883,17
"04050",73750,43743,0.4664,0.0725,271,83
"04051",63125,33596,0.5225,0.0841,1321,228
"04055",61442,8808,0.4285,0.0751,3911,14
"04056",44625,33821,0.4089,0.2556,96,54
"04057",NA,NA,0.2734,0.2535,289,207
"04061",81094,15597,0.2894,0.0567,3120,610
"04062",87162,6518,0.3608,0.0212,18438,137
"04063",53219,24731,0.4907,0.0838,621,192
"04064",56408,10173,0.4947,0.0601,8333,193
"04066",111435,57882,0.4205,0.1647,640,327
"04068",43981,7067,0.3535,0.0276,1469,221
"04069",94531,10116,0.3727,0.0435,1565,251
"04071",79077,19618,0.4052,0.06,4990,151
"04072",72700,7680,0.4185,0.0226,20203,22
"04073",63750,8811,0.3976,0.0285,17114,538
"04074",107210,12514,0.431,0.0242,21639,122
"04076",76071,8320,0.3414,0.0533,2930,62
"04079",80813,9586,0.512,0.0637,4146,336
"04083",72642,18294,0.4173,0.0527,4698,536
"04084",82000,9453,0.3674,0.032,7396,549
"04085",79883,16895,0.3121,0.08,2787,542
"04086",73345,8251,0.4102,0.048,9431,20
"04087",83219,11612,0.259,0.0908,2553,618
